vehicle,arm,episode,Sharpe,CAGR,Martin,MaxDD,MeanW,Turnover/yr,group,Return,peak,trough,react_day,DD_before_reaction,days_peak_to_trough,w_at_peak,panel
P1 EEM,incumbent,A_bull_2021,-0.5466856564238309,,,-0.11130011487909175,,,calm_controls,-0.05630766672028997,2021-02-17,2021-11-29,2021-11-29,-0.11130011487909175,199.0,0.5105868729772618,P1
P1 EEM,incumbent,D_recent_2025plus,1.2314814876798945,,,-0.07896291291982172,,,calm_controls,0.32521375100427363,2025-03-17,2025-04-08,,-0.07896291291982172,17.0,0.5242240143530059,P1
P1 EEM,H_parity,FULL,0.2219998264469285,0.021779293623398033,0.436654522676897,-0.10585987598886737,0.15314067753606792,1.2373854332519179,,,,,,,,,P1
P1 EEM,H_parity,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 EEM,H_parity,X_2020_covid,1.4553770440848477,,,-0.027343738816234642,,,modern_folds,0.0569309165502927,2020-02-12,2020-06-11,2020-03-02,-0.022131650775793155,84.0,0.2391254790826586,P1
P1 EEM,H_parity,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 EEM,H_parity,E2011_eu_us,-2.043856059024268,,,-0.06361005652075014,,,market_factor_A0_calendar,-0.0598107217387579,2011-05-02,2011-09-22,2011-08-09,-0.04998454025392629,101.0,0.2375196806021072,P1
P1 EEM,H_parity,E2015_16_china,0.2486542131326385,,,-0.0081617384375966,,,market_factor_A0_calendar,0.0019226296544103683,2015-06-01,2016-03-15,,-0.0081617384375966,200.0,0.0,P1
P1 EEM,H_parity,K2013_14_bull,-0.9823207550451749,,,-0.04739708435913659,,,calm_controls,-0.037817746921243844,2013-01-02,2013-06-12,2013-03-18,-0.024555577339502088,112.0,0.4033095247133469,P1
P1 EEM,H_parity,A_bull_2021,-0.5497131883847816,,,-0.05532164716477728,,,calm_controls,-0.026524641479951594,2021-02-17,2021-11-29,2021-11-29,-0.05532164716477728,199.0,0.25529343648863095,P1
P1 EEM,H_parity,D_recent_2025plus,1.2167185930032756,,,-0.03769665820821955,,,calm_controls,0.19374552223695374,2025-03-17,2025-04-08,,-0.03769665820821955,17.0,0.26147546432541413,P1
P1 EEM,H_full,FULL,0.2151895020588357,0.02731366535708446,0.2685121509020451,-0.19889945816986732,0.2995683441899773,2.631412661119685,,,,,,,,,P1
P1 EEM,H_full,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 EEM,H_full,X_2020_covid,1.4452137392640092,,,-0.054643081739029986,,,modern_folds,0.10669834565793601,2020-02-12,2020-06-11,2020-03-02,-0.04332566491111833,84.0,0.46390381937074987,P1
P1 EEM,H_full,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 EEM,H_full,E2011_eu_us,-2.069743401952478,,,-0.11965476948084874,,,market_factor_A0_calendar,-0.11337240360762191,2011-05-02,2011-09-22,2011-08-09,-0.0958271192860658,101.0,0.4743624519728855,P1
P1 EEM,H_full,E2015_16_china,0.255886022849644,,,-0.015840924704201065,,,market_factor_A0_calendar,0.0038192788135218425,2015-06-01,2016-03-15,,-0.015840924704201065,200.0,0.0,P1
P1 EEM,H_full,K2013_14_bull,-0.9862657493662756,,,-0.09069127300910951,,,calm_controls,-0.07280266299532212,2013-01-02,2013-06-12,2013-03-18,-0.04834044759873579,112.0,0.8066190494266938,P1
P1 EEM,H_full,A_bull_2021,-0.5534497147516332,,,-0.10702074577123877,,,calm_controls,-0.052490256909130006,2021-02-17,2021-11-29,2021-11-29,-0.10702074577123877,199.0,0.5105868729772618,P1
P1 EEM,H_full,D_recent_2025plus,1.1880550463380506,,,-0.07544499692954632,,,calm_controls,0.3069579553188606,2025-03-17,2025-04-08,,-0.07544499692954632,17.0,0.5185389867603476,P1
P1 EEM,buy_hold,FULL,0.3707251156856959,0.074070078670597,0.43328221219984425,-0.3981282901150318,1.0,0.0,,,,,,,,,P1
P1 EEM,buy_hold,E_bear_2018q4,-0.033243686281488945,,,-0.12101026922009439,,,modern_folds,-0.0022234574763749793,2018-09-21,2018-10-29,,-0.12101026922009439,27.0,1.0,P1
P1 EEM,buy_hold,X_2020_covid,0.8531756569596193,,,-0.31623493203385455,,,modern_folds,0.24706844832288044,2020-02-12,2020-03-23,,-0.31623493203385455,28.0,1.0,P1
P1 EEM,buy_hold,B_bear_2022,-0.9137893911415201,,,-0.32701111837802477,,,modern_folds,-0.20540172492056286,2022-01-12,2022-10-24,,-0.32701111837802477,197.0,1.0,P1
P1 EEM,buy_hold,E2011_eu_us,-0.8420512697455791,,,-0.306105380540842,,,market_factor_A0_calendar,-0.22637301366044005,2011-05-02,2011-10-03,,-0.306105380540842,108.0,1.0,P1
P1 EEM,buy_hold,E2015_16_china,-0.6594511867844671,,,-0.29722135497970625,,,market_factor_A0_calendar,-0.14798626287855088,2015-06-02,2016-01-20,,-0.29722135497970625,161.0,1.0,P1
P1 EEM,buy_hold,K2013_14_bull,-0.1360442007205569,,,-0.18961424332344168,,,calm_controls,-0.0741301059001489,2013-01-02,2013-06-24,,-0.18961424332344168,120.0,1.0,P1
P1 EEM,buy_hold,A_bull_2021,-0.1191127865004521,,,-0.16611425229089383,,,calm_controls,-0.036518696698009334,2021-02-17,2021-12-20,,-0.16611425229089383,214.0,1.0,P1
P1 EEM,buy_hold,D_recent_2025plus,1.266373658836765,,,-0.1503178928247042,,,calm_controls,0.6614967996061085,2025-03-17,2025-04-08,,-0.1503178928247042,17.0,1.0,P1
P1 TLT,incumbent,FULL,0.13749907226514158,0.02088463430397991,0.21809376141317913,-0.1639494170820518,0.3098041643726249,2.0092370386595944,,,,,,,,,P1
P1 TLT,incumbent,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 TLT,incumbent,X_2020_covid,0.5102052199189807,,,-0.0815969606858098,,,modern_folds,0.04910331225492426,2020-08-04,2020-11-10,,-0.0815969606858098,70.0,0.8556798125839657,P1
P1 TLT,incumbent,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 TLT,incumbent,E2011_eu_us,2.0563250288164476,,,-0.040355515948584664,,,market_factor_A0_calendar,0.15454531711134933,2011-10-03,2011-10-27,,-0.040355515948584664,19.0,0.32149320399979414,P1
P1 TLT,incumbent,E2015_16_china,0.052158198828762235,,,-0.02730357972516828,,,market_factor_A0_calendar,0.0009786052387392719,2015-08-21,2015-09-02,,-0.02730357972516828,9.0,0.6681305791598798,P1
P1 TLT,incumbent,K2013_14_bull,1.0523293567210665,,,-0.045488998406405856,,,calm_controls,0.10743120049631338,2014-08-29,2014-09-17,,-0.045488998406405856,13.0,0.9829935453196793,P1
P1 TLT,incumbent,A_bull_2021,-1.8641436816158272,,,-0.05806599534125556,,,calm_controls,-0.05900691066456787,2021-01-04,2021-02-08,2021-02-08,-0.05806599534125556,25.0,0.8749860302920607,P1
P1 TLT,incumbent,D_recent_2025plus,-0.5037590333385298,,,-0.08910669950557903,,,calm_controls,0.004242040650953349,2026-02-27,2026-08-17,,-0.08910669950557903,118.0,1.0,P1
P1 TLT,H_parity,FULL,0.1428359382404291,0.017995024846850338,0.4204958655045725,-0.08145217997524912,0.15109922143617274,1.091098804296603,,,,,,,,,P1
P1 TLT,H_parity,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 TLT,H_parity,X_2020_covid,0.5087370859976801,,,-0.04059349900804654,,,modern_folds,0.027034962839879828,2020-08-04,2020-11-10,,-0.04059349900804654,70.0,0.4262835890738627,P1
P1 TLT,H_parity,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 TLT,H_parity,E2011_eu_us,2.0303789314672462,,,-0.02011430160490424,,,market_factor_A0_calendar,0.07346175502936458,2011-10-03,2011-10-27,,-0.02011430160490424,19.0,0.1599936265224745,P1
P1 TLT,H_parity,E2015_16_china,0.038782964030056655,,,-0.012819337147001009,,,market_factor_A0_calendar,0.00039535371843291145,2015-08-21,2015-09-02,,-0.012819337147001009,9.0,0.31371188910003184,P1
P1 TLT,H_parity,K2013_14_bull,1.0447353346142632,,,-0.02265440114479067,,,calm_controls,0.05215248419350926,2014-08-29,2014-09-17,,-0.02265440114479067,13.0,0.49149677265983965,P1
P1 TLT,H_parity,A_bull_2021,-1.8680621505019017,,,-0.02730630485344332,,,calm_controls,-0.027765934690770044,2021-01-04,2021-02-08,2021-02-08,-0.02730630485344332,25.0,0.4138157512354336,P1
P1 TLT,H_parity,D_recent_2025plus,-0.5195144012375239,,,-0.03688699859931599,,,calm_controls,0.04067842468229599,2026-02-27,2026-08-17,,-0.03688699859931599,118.0,0.5,P1
P1 TLT,H_full,FULL,0.1451828296861545,0.021130406639121357,0.2365432224115767,-0.1577545601779119,0.2926851359252804,2.3451560325737293,,,,,,,,,P1
P1 TLT,H_full,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 TLT,H_full,X_2020_covid,0.5029618278642515,,,-0.07918601866775976,,,modern_folds,0.04647849419316419,2020-08-04,2020-12-04,,-0.07918601866775976,87.0,0.8494426851601143,P1
P1 TLT,H_full,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 TLT,H_full,E2011_eu_us,1.998750504624415,,,-0.03959462826368709,,,market_factor_A0_calendar,0.14488881850932578,2011-10-03,2011-10-27,,-0.03959462826368709,19.0,0.3184351178340193,P1
P1 TLT,H_full,E2015_16_china,0.02228266063140605,,,-0.023790969054624744,,,market_factor_A0_calendar,0.0001957412626869548,2015-08-21,2015-09-02,,-0.023790969054624744,9.0,0.5860000089012465,P1
P1 TLT,H_full,K2013_14_bull,1.0347010498659077,,,-0.04441306743997642,,,calm_controls,0.10365269850528147,2014-08-29,2014-09-17,,-0.04441306743997642,13.0,0.9829935453196793,P1
P1 TLT,H_full,A_bull_2021,-1.873862876783257,,,-0.050005147108157066,,,calm_controls,-0.05084945131053209,2021-01-04,2021-02-08,2021-02-08,-0.050005147108157066,25.0,0.7774519873160587,P1
P1 TLT,H_full,D_recent_2025plus,-0.5630571864619246,,,-0.08529239452588411,,,calm_controls,0.0024655909159467804,2025-10-22,2026-08-17,,-0.08529239452588411,205.0,1.0,P1
P1 TLT,buy_hold,FULL,0.14580533067089085,0.02460244966017866,0.1116668253583204,-0.4835396736072023,1.0,0.0,,,,,,,,,P1
P1 TLT,buy_hold,E_bear_2018q4,-0.1041665642179613,,,-0.06348873755893181,,,modern_folds,0.005734542800541753,2018-09-06,2018-11-02,,-0.06348873755893181,42.0,1.0,P1
P1 TLT,buy_hold,X_2020_covid,0.5443186467912728,,,-0.15728265494256122,,,modern_folds,0.09720250521920559,2020-03-09,2020-03-18,,-0.15728265494256122,8.0,1.0,P1
P1 TLT,buy_hold,B_bear_2022,-1.80862549813732,,,-0.3494469479721418,,,modern_folds,-0.3124301898835158,2022-01-03,2022-10-24,,-0.3494469479721418,204.0,1.0,P1
P1 TLT,buy_hold,E2011_eu_us,1.9495429383015401,,,-0.10904222952415787,,,market_factor_A0_calendar,0.3286392664155915,2011-10-03,2011-10-27,,-0.10904222952415787,19.0,1.0,P1
P1 TLT,buy_hold,E2015_16_china,0.7654442382299872,,,-0.05813829218766664,,,market_factor_A0_calendar,0.08722154494070722,2015-08-21,2015-09-16,,-0.05813829218766664,18.0,1.0,P1
P1 TLT,buy_hold,K2013_14_bull,0.467708430668256,,,-0.17062107466852827,,,calm_controls,0.10278578290105189,2013-05-01,2013-08-21,,-0.17062107466852827,79.0,1.0,P1
P1 TLT,buy_hold,A_bull_2021,-0.2710676779010654,,,-0.14797317890886896,,,calm_controls,-0.0460461222315226,2021-01-04,2021-03-18,,-0.14797317890886896,52.0,1.0,P1
P1 TLT,buy_hold,D_recent_2025plus,-0.2953631967394589,,,-0.09226020349834185,,,calm_controls,0.009087559867373418,2025-04-04,2025-05-21,,-0.09226020349834185,33.0,1.0,P1
P1 GLD,incumbent,FULL,0.450163737186781,0.04724596817291293,0.42737327014659376,-0.2423477213534624,0.35658794605984623,2.64120593815235,,,,,,,,,P1
P1 GLD,incumbent,E_bear_2018q4,1.712371025850209,,,-0.021389108129439505,,,modern_folds,0.06297328133538116,2019-02-19,2019-02-28,,-0.021389108129439505,8.0,1.0,P1
P1 GLD,incumbent,X_2020_covid,1.1150200627498903,,,-0.08479803704013966,,,modern_folds,0.11557889927797249,2020-08-06,2020-11-30,,-0.08479803704013966,81.0,0.6929451015527576,P1
P1 GLD,incumbent,B_bear_2022,-0.03920028344958769,,,-0.04349471753083556,,,modern_folds,0.01035232465980207,2022-03-08,2022-04-25,,-0.04349471753083556,34.0,0.7316456301794463,P1
P1 GLD,incumbent,E2011_eu_us,0.3919867373209344,,,-0.07746530105214977,,,market_factor_A0_calendar,0.024897998406294697,2011-08-22,2011-12-30,2011-12-30,-0.07746530105214977,92.0,0.4571359081061112,P1
P1 GLD,incumbent,E2015_16_china,-0.024969412038613813,,,-0.020287617743420694,,,market_factor_A0_calendar,-0.0008913680686204462,2016-03-10,2016-03-24,,-0.020287617743420694,11.0,0.4728066150705243,P1
P1 GLD,incumbent,K2013_14_bull,-0.41406329938780634,,,-0.02588627611855643,,,calm_controls,-0.01585298099821497,2014-07-11,2014-07-15,,-0.02588627611855643,3.0,0.7840689699962485,P1
P1 GLD,incumbent,A_bull_2021,-1.5234460682984141,,,-0.07900082051953294,,,calm_controls,-0.06431804525244422,2021-01-05,2021-06-14,2021-03-01,-0.07107334264144827,111.0,0.6355917316732489,P1
P1 GLD,incumbent,D_recent_2025plus,1.8605573805233169,,,-0.09633988367477109,,,calm_controls,0.4618029258771479,2026-01-29,2026-06-10,,-0.09633988367477109,92.0,0.34748195190081277,P1
P1 GLD,H_parity,FULL,0.4513829032660632,0.031700439660411917,0.6042477684319902,-0.1190767073030845,0.17375270679338617,1.4152351448194342,,,,,,,,,P1
P1 GLD,H_parity,E_bear_2018q4,1.6674905408923384,,,-0.010162599260173932,,,modern_folds,0.03577902950280332,2019-02-19,2019-02-28,,-0.010162599260173932,8.0,0.4864161251020463,P1
P1 GLD,H_parity,X_2020_covid,1.110615820484694,,,-0.04217895265145,,,modern_folds,0.05850689129054665,2020-08-06,2020-11-30,,-0.04217895265145,81.0,0.3464725507763788,P1
P1 GLD,H_parity,B_bear_2022,-0.034660674574524146,,,-0.021703726061755635,,,modern_folds,0.011942923876617773,2022-03-08,2022-04-25,,-0.021703726061755635,34.0,0.36582281508972314,P1
P1 GLD,H_parity,E2011_eu_us,0.39726563138053905,,,-0.038563901879937856,,,market_factor_A0_calendar,0.013339232656208955,2011-08-22,2011-12-30,2011-12-30,-0.038563901879937856,92.0,0.2285679540530556,P1
P1 GLD,H_parity,E2015_16_china,-0.03079682639456506,,,-0.010141374468774167,,,market_factor_A0_calendar,-0.0004307523790121337,2016-03-10,2016-03-24,,-0.010141374468774167,11.0,0.23531336249094897,P1
P1 GLD,H_parity,K2013_14_bull,-0.4176456489812962,,,-0.012927612642042563,,,calm_controls,-0.007881143532378787,2014-07-11,2014-07-15,,-0.012927612642042563,3.0,0.3920344849981244,P1
P1 GLD,H_parity,A_bull_2021,-1.5210879557263421,,,-0.03815614453897831,,,calm_controls,-0.0307824105079072,2021-01-05,2021-06-14,2021-03-01,-0.03436743067212544,111.0,0.30883107584516767,P1
P1 GLD,H_parity,D_recent_2025plus,1.864640173176686,,,-0.04255043526031732,,,calm_controls,0.2551353628317119,2026-01-29,2026-06-10,,-0.04255043526031732,92.0,0.1737409759504064,P1
P1 GLD,H_full,FULL,0.4501217075852119,0.04586562752750045,0.4176539247865293,-0.23893104240511398,0.33609837617235266,3.0024208520806517,,,,,,,,,P1
P1 GLD,H_full,E_bear_2018q4,1.6110952404118655,,,-0.019770436455398777,,,modern_folds,0.05395851618354164,2019-02-19,2019-02-28,,-0.019770436455398777,8.0,0.9094544578495055,P1
P1 GLD,H_full,X_2020_covid,1.1027409783165245,,,-0.08206466321933681,,,modern_folds,0.10980816144771133,2020-08-06,2020-11-30,,-0.08206466321933681,81.0,0.6929451015527576,P1
P1 GLD,H_full,B_bear_2022,-0.03061582412587126,,,-0.04292071862992419,,,modern_folds,0.010775800961485116,2022-03-08,2022-04-25,,-0.04292071862992419,34.0,0.7316456301794463,P1
P1 GLD,H_full,E2011_eu_us,0.4003346243073608,,,-0.07533478406775584,,,market_factor_A0_calendar,0.024762825893292595,2011-08-22,2011-12-30,2011-12-30,-0.07533478406775584,92.0,0.4571359081061112,P1
P1 GLD,H_full,E2015_16_china,-0.03763405801479008,,,-0.020256154248707636,,,market_factor_A0_calendar,-0.001164134554767715,2016-03-10,2016-03-24,,-0.020256154248707636,11.0,0.46844028559245526,P1
P1 GLD,H_full,K2013_14_bull,-0.4215764626940946,,,-0.02569724132914375,,,calm_controls,-0.015904354367269002,2014-07-11,2014-07-15,,-0.02569724132914375,3.0,0.7840689699962485,P1
P1 GLD,H_full,A_bull_2021,-1.5196748666980706,,,-0.07114535125329624,,,calm_controls,-0.05751198480590258,2021-01-05,2021-06-14,2021-03-01,-0.06445387931479785,111.0,0.5969718955980547,P1
P1 GLD,H_full,D_recent_2025plus,1.869915119148875,,,-0.09142201931065463,,,calm_controls,0.4519340988782685,2026-01-29,2026-06-10,,-0.09142201931065463,92.0,0.34748195190081277,P1
P1 GLD,buy_hold,FULL,0.42117542276948344,0.07452742994611827,0.3105818235401255,-0.4555501381439945,1.0,0.0,,,,,,,,,P1
P1 GLD,buy_hold,E_bear_2018q4,1.7405880656861157,,,-0.026633553138648902,,,modern_folds,0.0923266672539862,2018-10-26,2018-11-12,,-0.026633553138648902,12.0,1.0,P1
P1 GLD,buy_hold,X_2020_covid,1.0368732846669866,,,-0.1403888802929495,,,modern_folds,0.19440166075135856,2020-08-06,2020-11-30,,-0.1403888802929495,81.0,1.0,P1
P1 GLD,buy_hold,B_bear_2022,-0.05901628889196952,,,-0.21032844237898762,,,modern_folds,-0.007721104351896324,2022-03-08,2022-09-26,,-0.21032844237898762,140.0,1.0,P1
P1 GLD,buy_hold,E2011_eu_us,0.0992047234354904,,,-0.18554634595590191,,,market_factor_A0_calendar,-0.0024939292511635403,2011-08-22,2011-12-29,,-0.18554634595590191,91.0,1.0,P1
P1 GLD,buy_hold,E2015_16_china,0.3132373237561325,,,-0.12851196670135323,,,market_factor_A0_calendar,0.03102541630149047,2015-06-18,2015-12-17,,-0.12851196670135323,128.0,1.0,P1
P1 GLD,buy_hold,K2013_14_bull,-0.8647783990103708,,,-0.32919899798374774,,,calm_controls,-0.29897543513146563,2013-01-22,2014-11-05,,-0.32919899798374774,453.0,1.0,P1
P1 GLD,buy_hold,A_bull_2021,-0.241280778169253,,,-0.13878711653086884,,,calm_controls,-0.04148912312177555,2021-01-05,2021-03-08,,-0.13878711653086884,43.0,1.0,P1
P1 GLD,buy_hold,D_recent_2025plus,1.202703567042244,,,-0.2640451703972574,,,calm_controls,0.6942138520629431,2026-01-29,2026-07-16,,-0.2640451703972574,116.0,1.0,P1
P2 UPRO,incumbent,FULL,0.6716283741348641,0.1602914358540568,1.1236871785348888,-0.3274987803631696,0.5433776147706093,2.9591846491731246,,,,,,,,,P2
P2 UPRO,incumbent,E_bear_2018q4,-1.5088391397279333,,,-0.18169066554597824,,,modern_folds,-0.1273277773669751,2018-09-20,2018-10-11,,-0.18169066554597824,16.0,1.0,P2
P2 UPRO,incumbent,X_2020_covid,0.7860062511150968,,,-0.23672765125931006,,,modern_folds,0.17965944066589712,2020-02-19,2020-06-11,2020-02-28,-0.23415070506495628,80.0,0.8574281590616493,P2
P2 UPRO,incumbent,B_bear_2022,-2.1303062620373954,,,-0.20847870232480292,,,modern_folds,-0.19156323933279906,2022-01-03,2022-08-30,2022-01-26,-0.15543605197646126,166.0,0.6085508761504368,P2
P2 UPRO,incumbent,E2011_eu_us,-1.0351888206224447,,,-0.3111133546216345,,,market_factor_A0_calendar,-0.23032020766480021,2011-05-02,2011-10-03,2011-08-05,-0.2342548756817685,108.0,0.8805957987982022,P2
P2 UPRO,incumbent,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P2
P2 UPRO,incumbent,K2013_14_bull,1.2315700593317869,,,-0.17904469083915553,,,calm_controls,0.8500124970892808,2014-09-18,2014-10-15,,-0.17904469083915553,20.0,1.0,P2
P2 UPRO,incumbent,A_bull_2021,1.5913643284632366,,,-0.14410046124408415,,,calm_controls,0.556098280787007,2021-09-02,2021-10-04,,-0.14410046124408415,22.0,1.0,P2
P2 UPRO,incumbent,D_recent_2025plus,0.5745692608870123,,,-0.22314555657592194,,,calm_controls,0.3133554961158558,2026-01-12,2026-03-31,2026-03-31,-0.22314555657592194,55.0,0.9487893293147768,P2
P2 UPRO,H_parity,FULL,0.6340692036283107,0.08376346327344608,1.2872479545315003,-0.15365456299476,0.25861012851573256,1.9248089198734812,,,,,,,,,P2
P2 UPRO,H_parity,E_bear_2018q4,-1.5652902799151356,,,-0.08863337775445013,,,modern_folds,-0.0558574454048687,2018-09-20,2018-10-11,,-0.08863337775445013,16.0,0.4905375634325556,P2
P2 UPRO,H_parity,X_2020_covid,0.724450141513083,,,-0.11453713165164026,,,modern_folds,0.08233583969924507,2020-02-19,2020-06-26,2020-02-28,-0.11394801032388435,91.0,0.42658288490895147,P2
P2 UPRO,H_parity,B_bear_2022,-2.1557446578798762,,,-0.10084539907766632,,,modern_folds,-0.08648419818165576,2022-01-03,2022-08-30,2022-01-26,-0.07644549993927541,166.0,0.3019448427138572,P2
P2 UPRO,H_parity,E2011_eu_us,-1.240447127934317,,,-0.15036225216038557,,,market_factor_A0_calendar,-0.11499124165454411,2011-05-02,2011-10-03,2011-08-05,-0.11458871533847292,108.0,0.4402978993991011,P2
P2 UPRO,H_parity,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P2
P2 UPRO,H_parity,K2013_14_bull,1.1786941044177037,,,-0.08823585621151009,,,calm_controls,0.3526304342958384,2014-09-18,2014-10-16,,-0.08823585621151009,21.0,0.49722755372015015,P2
P2 UPRO,H_parity,A_bull_2021,1.5246904815469202,,,-0.07144593715909153,,,calm_controls,0.24100760281318667,2021-09-02,2021-10-04,,-0.07144593715909153,22.0,0.4994679706182541,P2
P2 UPRO,H_parity,D_recent_2025plus,0.5009487835285924,,,-0.10677827287392017,,,calm_controls,0.1824999512240595,2026-01-12,2026-03-31,2026-03-31,-0.10677827287392017,55.0,0.4743946646573885,P2
P2 UPRO,H_full,FULL,0.5784109141569407,0.12080001162733645,0.8737047457143701,-0.28879862641635135,0.4824338914692814,4.656857453981626,,,,,,,,,P2
P2 UPRO,H_full,E_bear_2018q4,-1.6289440831722837,,,-0.15102314978782594,,,modern_folds,-0.1075928805634061,2018-09-20,2018-10-11,,-0.15102314978782594,16.0,0.8843218490487836,P2
P2 UPRO,H_full,X_2020_covid,0.61000638714023,,,-0.2078960243629664,,,modern_folds,0.10953191462084022,2020-02-19,2020-06-26,2020-02-26,-0.1553842810621564,91.0,0.8487407609985319,P2
P2 UPRO,H_full,B_bear_2022,-2.1785814518652735,,,-0.17902057632745338,,,modern_folds,-0.1617364665079667,2022-01-03,2022-08-30,2022-01-26,-0.13883421988697153,166.0,0.5907031110644348,P2
P2 UPRO,H_full,E2011_eu_us,-1.4920366105159868,,,-0.2562512222245835,,,market_factor_A0_calendar,-0.21994460198082988,2011-05-02,2011-10-03,2011-08-03,-0.16027982452437683,108.0,0.8805957987982022,P2
P2 UPRO,H_full,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P2
P2 UPRO,H_full,K2013_14_bull,1.1023820368194028,,,-0.1634318007643626,,,calm_controls,0.657825387048049,2014-09-18,2014-10-16,2014-10-13,-0.1555450503240824,21.0,0.9875725996135467,P2
P2 UPRO,H_full,A_bull_2021,1.4344332662297965,,,-0.13634080234589518,,,calm_controls,0.44748236256042184,2021-09-02,2021-10-04,,-0.13634080234589518,22.0,0.9978650838575509,P2
P2 UPRO,H_full,D_recent_2025plus,0.376907018670917,,,-0.1974332365992757,,,calm_controls,0.19182123543213647,2026-01-12,2026-03-31,2026-03-27,-0.19378575221536287,55.0,0.9487893293147768,P2
P2 UPRO,buy_hold,FULL,0.7914113787075456,0.33091056710119093,1.532822329877317,-0.7681535269709543,1.0,0.0,,,,,,,,,P2
P2 UPRO,buy_hold,E_bear_2018q4,-0.4043387482028374,,,-0.5030608570399715,,,modern_folds,-0.16518188567186431,2018-09-20,2018-12-24,,-0.5030608570399715,66.0,1.0,P2
P2 UPRO,buy_hold,X_2020_covid,0.657387393000236,,,-0.7681535269709545,,,modern_folds,0.11114448783418629,2020-02-19,2020-03-23,,-0.7681535269709545,24.0,1.0,P2
P2 UPRO,buy_hold,B_bear_2022,-0.8205755249937124,,,-0.6394648829431437,,,modern_folds,-0.5685313733496664,2022-01-03,2022-10-12,,-0.6394648829431437,196.0,1.0,P2
P2 UPRO,buy_hold,E2011_eu_us,-0.2647987361145016,,,-0.5147928994082842,,,market_factor_A0_calendar,-0.3049853372434016,2011-05-02,2011-10-03,,-0.5147928994082842,108.0,1.0,P2
P2 UPRO,buy_hold,E2015_16_china,0.014868225123984535,,,-0.38850174216027944,,,market_factor_A0_calendar,-0.10384959713518405,2015-07-20,2016-02-11,,-0.38850174216027944,144.0,1.0,P2
P2 UPRO,buy_hold,K2013_14_bull,1.8146967694233689,,,-0.21079429735234212,,,calm_controls,2.0115273775216136,2014-09-18,2014-10-15,,-0.21079429735234212,20.0,1.0,P2
P2 UPRO,buy_hold,A_bull_2021,1.9689018154553841,,,-0.15195391561575622,,,calm_controls,0.9862124898621225,2021-09-02,2021-10-04,,-0.15195391561575622,22.0,1.0,P2
P2 UPRO,buy_hold,D_recent_2025plus,0.8413005077700079,,,-0.4886595831630566,,,calm_controls,0.7623025864042132,2025-02-19,2025-04-08,,-0.4886595831630566,35.0,1.0,P2
P2 TQQQ,incumbent,FULL,0.8640145313316812,0.2234639123185982,1.8003476112354473,-0.29413157041171745,0.4459190402244943,3.090070270524009,,,,,,,,,P2
P2 TQQQ,incumbent,E_bear_2018q4,-2.0909914357800057,,,-0.22989405862795564,,,modern_folds,-0.23079137937925065,2018-10-01,2018-10-25,2018-10-17,-0.2135585971569257,19.0,0.8980970806742681,P2
P2 TQQQ,incumbent,X_2020_covid,1.1576350006318037,,,-0.2504701574761433,,,modern_folds,0.3164933835383965,2020-02-19,2020-04-21,2020-02-28,-0.2145746307336811,44.0,0.6984262309251991,P2
P2 TQQQ,incumbent,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P2
P2 TQQQ,incumbent,E2011_eu_us,-0.6497176747372677,,,-0.22598882208662396,,,market_factor_A0_calendar,-0.16036413145629425,2011-05-10,2011-10-03,2011-08-05,-0.18930618854629522,102.0,0.7491553846635995,P2
P2 TQQQ,incumbent,E2015_16_china,0.07649962792432871,,,-0.04762791008274636,,,market_factor_A0_calendar,0.0024813247643939995,2015-06-01,2015-06-09,,-0.04762791008274636,7.0,0.6826644886812967,P2
